,size,total_sqft,bath,balcony,price,site_location,price_per_sq_ft
1468,2.0,1070.0,2.0,1.0,60.0,Bopodi,5607.476635514019
1469,2.0,1000.0,2.0,1.0,63.0,Bopodi,6300.0
1470,2.0,1070.0,2.0,2.0,49.0,Bopodi,4579.439252336449
1471,3.0,3000.0,5.0,2.0,335.0,Bopodi,11166.666666666666
1472,3.0,1650.0,3.0,2.0,95.0,Bopodi,5757.575757575758
1473,3.0,1450.0,3.0,3.0,56.0,Bopodi,3862.0689655172414
1474,3.0,2072.0,4.0,2.0,147.0,Bopodi,7094.594594594595
1475,3.0,1156.0,2.0,2.0,44.0,Bopodi,3806.2283737024222
1476,3.0,2017.0,3.0,2.0,125.0,Bopodi,6197.322756569162
1477,2.0,1160.0,2.0,2.0,40.58,Bopodi,3498.2758620689656
1478,3.0,1330.0,2.0,2.0,46.55,Bopodi,3500.0
1479,2.0,1217.0,2.0,1.0,164.0,Bopodi,13475.760065735414
1480,3.0,1655.0,3.0,1.0,113.0,Bopodi,6827.794561933535
1481,1.0,800.0,1.0,0.0,72.0,Bopodi,9000.0
1482,3.0,800.0,4.0,0.0,88.0,Bopodi,11000.0
1483,2.0,1295.0,2.0,2.0,43.9,Bopodi,3389.96138996139
1484,3.0,1261.0,2.0,1.0,80.0,Bopodi,6344.171292624901
1485,3.0,880.0,2.0,1.0,18.0,Bopodi,2045.4545454545455
1486,3.0,1400.0,3.0,1.0,90.0,Bopodi,6428.571428571428
1487,2.0,1120.0,2.0,1.0,70.0,Bopodi,6250.0
1488,3.0,1020.0,3.0,2.0,110.0,Bopodi,10784.313725490196
1489,3.0,1365.0,3.0,1.0,53.96,Bopodi,3953.1135531135533
1490,3.0,1464.0,3.0,2.0,56.0,Bopodi,3825.136612021858
1491,2.0,1420.0,2.0,0.0,120.0,Bopodi,8450.704225352112
1492,2.0,1258.0,2.0,2.0,115.0,Bopodi,9141.494435612083
1493,4.0,2470.0,5.0,2.0,192.0,Bopodi,7773.27935222672
1494,4.0,1150.0,4.0,1.0,110.0,Bopodi,9565.217391304348
1495,2.0,1050.0,2.0,1.0,51.0,Bopodi,4857.142857142857
1496,2.0,1205.0,2.0,1.0,47.0,Bopodi,3900.414937759336
1497,2.0,1068.0,2.0,1.0,40.05,Bopodi,3749.9999999999995
1498,3.0,1691.0,3.0,2.0,100.0,Bopodi,5913.660555884092
1499,3.0,1110.0,2.0,2.0,29.97,Bopodi,2700.0
1500,2.0,1170.0,2.0,1.0,39.0,Bopodi,3333.3333333333335
1501,2.0,1196.0,2.0,2.0,51.51,Bopodi,4306.8561872909695
1502,3.0,1255.0,2.0,1.0,77.68,Bopodi,6189.641434262949
1503,3.0,1310.0,2.0,0.0,46.0,Bopodi,3511.4503816793895
1504,3.0,2600.0,3.0,2.0,140.0,Bopodi,5384.615384615385
1505,4.0,2785.0,5.0,3.0,295.0,Bopodi,10592.45960502693
1506,3.0,1564.0,3.0,2.0,100.0,Bopodi,6393.861892583121
1507,3.0,2200.0,3.0,2.0,98.0,Bopodi,4454.545454545455
1508,2.0,700.0,2.0,1.0,34.99,Bopodi,4998.571428571428
1509,2.0,1141.0,2.0,1.0,44.4,Bopodi,3891.3234005258546
1510,2.0,1075.0,2.0,1.0,53.0,Bopodi,4930.232558139535
1511,2.0,876.0,2.0,2.0,29.5,Bopodi,3367.5799086757993
1512,3.0,2000.0,2.0,2.0,85.0,Bopodi,4250.0
1513,3.0,1850.0,3.0,2.0,146.0,Bopodi,7891.891891891892
1514,2.0,900.0,1.0,0.0,45.0,Bopodi,5000.0
1515,3.0,1610.0,3.0,2.0,84.53,Bopodi,5250.310559006211
1516,3.0,1320.0,2.0,1.0,38.12,Bopodi,2887.8787878787875
1517,3.0,1520.0,2.0,1.0,103.0,Bopodi,6776.315789473684
1518,2.0,1091.0,2.0,1.0,32.0,Bopodi,2933.0889092575617
1519,3.0,1610.0,2.0,2.0,64.4,Bopodi,4000.0000000000005
1520,3.0,1350.0,2.0,2.0,47.25,Bopodi,3500.0
1521,3.0,1290.0,2.0,3.0,45.15,Bopodi,3500.0
1522,3.0,1740.0,3.0,2.0,191.0,Bopodi,10977.011494252874
1523,2.0,1132.0,2.0,1.0,89.0,Bopodi,7862.190812720848
1524,2.0,1339.0,2.0,2.0,58.0,Bopodi,4331.59073935773
1525,2.0,1400.0,2.0,2.0,68.0,Bopodi,4857.142857142857
1526,2.0,1163.0,2.0,2.0,64.08,Bopodi,5509.888220120379
1527,2.0,1253.0,2.0,1.0,52.66,Bopodi,4202.713487629689
1528,4.0,1200.0,4.0,1.0,110.0,Bopodi,9166.666666666666
1529,3.0,1652.0,3.0,2.0,85.0,Bopodi,5145.2784503631965
1530,3.0,1893.0,4.0,2.0,95.0,Bopodi,5018.489170628632
1531,5.0,8000.0,5.0,3.0,550.0,Bopodi,6875.0
1532,1.0,650.0,1.0,1.0,23.0,Bopodi,3538.4615384615386
1533,3.0,1450.0,3.0,1.0,65.0,Bopodi,4482.758620689655
1534,2.0,1050.0,2.0,1.0,32.0,Bopodi,3047.6190476190477
1535,2.0,1053.0,2.0,1.0,53.0,Bopodi,5033.2383665717
1536,2.0,1001.0,2.0,2.0,30.0,Bopodi,2997.002997002997
1537,3.0,1500.0,2.0,2.0,60.0,Bopodi,4000.0
1538,2.0,1070.0,2.0,2.0,38.0,Bopodi,3551.4018691588785
1539,3.0,2024.0,3.0,2.0,103.0,Bopodi,5088.932806324111
1540,3.0,1380.0,3.0,3.0,130.0,Bopodi,9420.289855072464
1541,2.0,910.2,2.0,1.0,80.64,Bopodi,8859.591298615689
1542,2.0,1258.0,2.0,1.0,85.5,Bopodi,6796.502384737679
1543,2.0,1010.0,2.0,1.0,40.39,Bopodi,3999.009900990099
1544,7.0,3600.0,7.0,3.0,160.0,Bopodi,4444.444444444444
1545,3.0,1065.0,3.0,1.0,72.0,Bopodi,6760.56338028169
1546,2.0,929.0,2.0,1.0,46.0,Bopodi,4951.560818083961
1547,3.0,1720.0,3.0,2.0,100.0,Bopodi,5813.953488372093
1548,6.0,900.0,6.0,3.0,170.0,Bopodi,18888.88888888889
1549,2.0,1183.0,2.0,2.0,58.56,Bopodi,4950.126796280642
1550,2.0,1180.0,2.0,1.0,105.0,Bopodi,8898.305084745763
1551,2.0,1185.0,2.0,1.0,47.39,Bopodi,3999.15611814346
1552,2.0,1045.0,2.0,3.0,60.0,Bopodi,5741.626794258374
1553,3.0,2625.0,3.0,3.0,175.0,Bopodi,6666.666666666667
1554,2.0,1035.0,2.0,1.0,45.0,Bopodi,4347.826086956522
1555,3.0,1410.0,3.0,3.0,90.0,Bopodi,6382.978723404255
1556,2.0,1165.0,2.0,2.0,45.0,Bopodi,3862.6609442060085
1557,4.0,1600.0,4.0,2.0,300.0,Bopodi,18750.0
1558,2.0,1010.0,2.0,2.0,55.0,Bopodi,5445.544554455446
1559,3.0,1519.0,3.0,2.0,67.23,Bopodi,4425.938117182357
1560,2.0,1253.0,2.0,1.0,102.0,Bopodi,8140.462889066241
1561,8.0,1135.0,4.0,1.0,190.0,Bopodi,16740.08810572687
1562,2.0,1625.0,2.0,1.0,75.0,Bopodi,4615.384615384615
1563,3.0,1577.0,3.0,2.0,67.0,Bopodi,4248.57324032974
1564,3.0,1975.0,3.0,3.0,150.0,Bopodi,7594.93670886076
1565,2.0,1100.0,2.0,2.0,55.0,Bopodi,5000.0
1566,3.0,1200.0,4.0,1.0,275.0,Bopodi,22916.666666666668
1567,2.0,1095.0,2.0,2.0,38.33,Bopodi,3500.4566210045664
1568,6.0,600.0,6.0,2.0,80.0,Bopodi,13333.333333333334
1569,2.0,1272.0,2.0,2.0,51.5,Bopodi,4048.7421383647797
1570,3.0,1296.0,2.0,2.0,51.83,Bopodi,3999.2283950617284
1571,2.0,1070.0,2.0,1.0,50.0,Budhwar Peth,4672.897196261682
1572,2.0,1200.0,2.0,2.0,78.0,Budhwar Peth,6500.0
1573,2.0,935.0,2.0,0.0,78.0,Budhwar Peth,8342.245989304813
1574,2.0,1305.0,2.0,1.0,67.0,Budhwar Peth,5134.099616858238
1575,2.0,1150.0,2.0,1.0,48.0,Budhwar Peth,4173.913043478261
1576,2.0,2200.0,2.0,0.0,110.0,Budhwar Peth,5000.0
1577,4.0,2150.0,4.0,1.0,80.0,Budhwar Peth,3720.9302325581393
1578,3.0,1490.0,2.0,1.0,92.0,Budhwar Peth,6174.496644295302
1579,2.0,1112.0,2.0,2.0,62.0,Budhwar Peth,5575.5395683453235
1580,2.0,1070.0,2.0,2.0,47.5,Budhwar Peth,4439.252336448598
1581,4.0,900.0,4.0,1.0,75.0,Budhwar Peth,8333.333333333334
1582,2.0,1340.0,2.0,2.0,72.0,Budhwar Peth,5373.134328358209
1583,2.0,782.0,2.0,2.0,55.68,Budhwar Peth,7120.204603580562
1584,3.0,1418.0,2.0,2.0,65.0,Budhwar Peth,4583.921015514809
1585,2.0,1200.0,2.0,2.0,45.0,Budhwar Peth,3750.0
1586,3.0,1200.0,3.0,2.0,56.58,Budhwar Peth,4715.0
1587,2.0,815.0,2.0,1.0,40.0,Budhwar Peth,4907.9754601227
1588,2.0,1160.0,2.0,2.0,42.0,Budhwar Peth,3620.689655172414
1589,2.0,1140.0,2.0,2.0,50.66,Budhwar Peth,4443.859649122807
1590,1.0,1200.0,1.0,1.0,48.0,Budhwar Peth,4000.0
1591,6.0,806.0,3.0,1.0,128.0,Budhwar Peth,15880.893300248139
1592,4.0,2000.0,4.0,2.0,320.0,Budhwar Peth,16000.0
1593,3.0,1788.0,3.0,1.0,164.0,Budhwar Peth,9172.259507829978
1594,3.0,1318.0,3.0,2.0,56.0,Budhwar Peth,4248.86191198786
1595,4.0,1863.0,3.0,2.0,104.0,Budhwar Peth,5582.393988191089
1596,3.0,1465.0,3.0,2.0,80.01,Budhwar Peth,5461.433447098977
1597,2.0,1200.0,2.0,1.0,53.0,Budhwar Peth,4416.666666666667
1598,4.0,3122.0,6.0,2.0,235.0,Budhwar Peth,7527.226137091608
1599,2.0,1000.0,2.0,1.0,38.0,Budhwar Peth,3800.0
1600,2.0,1151.0,2.0,1.0,43.1,Budhwar Peth,3744.5699391833186
1601,2.0,1200.0,2.0,3.0,135.0,Budhwar Peth,11250.0
1602,3.0,600.0,3.0,3.0,86.0,Budhwar Peth,14333.333333333334
1603,5.0,2400.0,4.0,1.0,225.0,Budhwar Peth,9375.0
1604,3.0,1397.0,3.0,3.0,105.0,Budhwar Peth,7516.1059413027915
1605,9.0,1200.0,9.0,0.0,350.0,Budhwar Peth,29166.666666666668
1606,2.0,1160.0,2.0,1.0,46.39,Budhwar Peth,3999.137931034483
1607,2.0,1200.0,2.0,2.0,46.5,Budhwar Peth,3875.0
1608,6.0,2400.0,8.0,3.0,450.0,Budhwar Peth,18750.0
1609,3.0,1850.0,2.0,2.0,89.0,Budhwar Peth,4810.810810810811
1610,2.0,1000.0,2.0,2.0,36.0,Budhwar Peth,3600.0
1611,3.0,1870.0,3.0,3.0,180.0,Budhwar Peth,9625.668449197861
1612,2.0,674.0,2.0,1.0,33.0,Budhwar Peth,4896.142433234421
1613,4.0,600.0,3.0,1.0,84.0,Budhwar Peth,14000.0
1614,5.0,1500.0,6.0,3.0,155.0,Budhwar Peth,10333.333333333334
1615,3.0,1640.0,3.0,3.0,220.0,Budhwar Peth,13414.634146341463
1616,2.0,1100.0,2.0,1.0,55.0,Budhwar Peth,5000.0
1617,1.0,700.0,1.0,1.0,38.0,Budhwar Peth,5428.571428571428
1618,3.0,1200.0,3.0,1.0,75.0,Budhwar Peth,6250.0
1619,2.0,1197.0,2.0,1.0,79.9,Budhwar Peth,6675.020885547202
1620,3.0,1445.0,2.0,1.0,83.0,Budhwar Peth,5743.9446366782
1621,2.0,1015.0,2.0,2.0,50.0,Budhwar Peth,4926.108374384236
1622,4.0,2240.0,4.0,2.0,160.0,Budhwar Peth,7142.857142857143
1623,3.0,2072.0,4.0,2.0,142.0,Budhwar Peth,6853.281853281854
1624,1.0,435.0,1.0,1.0,22.0,Budhwar Peth,5057.471264367816
1625,3.0,2000.0,2.0,2.0,360.0,Budhwar Peth,18000.0
1626,3.0,1300.0,3.0,2.0,64.0,Budhwar Peth,4923.076923076923
1627,2.0,1180.0,2.0,2.0,42.0,Budhwar Peth,3559.322033898305
1628,2.0,970.0,2.0,2.0,35.0,Budhwar Peth,3608.2474226804125
1629,2.0,1190.0,2.0,1.0,70.0,Budhwar Peth,5882.35294117647
1630,3.0,1250.0,3.0,2.0,40.0,Budhwar Peth,3200.0
1631,2.0,1300.0,2.0,1.0,75.0,Budhwar Peth,5769.2307692307695
1632,1.0,500.0,1.0,1.0,17.0,Budhwar Peth,3400.0
1633,3.0,1600.0,3.0,3.0,68.0,Budhwar Peth,4250.0
1634,4.0,3100.0,5.0,0.0,425.0,Budhwar Peth,13709.677419354839
1635,3.0,2400.0,4.0,2.0,325.0,Budhwar Peth,13541.666666666666
1636,4.0,3100.0,4.0,2.0,310.0,Budhwar Peth,10000.0
1637,4.0,4200.0,4.0,2.0,255.0,Budhwar Peth,6071.428571428572
1638,3.0,1814.0,3.0,1.0,129.0,Budhwar Peth,7111.35611907387
1639,3.0,1260.0,2.0,2.0,54.0,Budhwar Peth,4285.714285714285
1640,2.0,1250.0,1.0,1.0,54.0,Budhwar Peth,4320.0
1641,2.0,640.0,1.0,0.0,10.5,Budhwar Peth,1640.625
1642,3.0,1458.0,2.0,2.0,87.0,Budhwar Peth,5967.078189300411
1643,4.0,2805.0,5.0,3.0,160.0,Budhwar Peth,5704.0998217468805
1644,2.0,1195.0,2.0,1.0,42.0,Budhwar Peth,3514.644351464435
1645,2.0,1080.0,2.0,2.0,46.0,Budhwar Peth,4259.259259259259
1646,2.0,1200.0,2.0,2.0,35.0,Budhwar Peth,2916.6666666666665
1647,3.0,1200.0,2.0,1.0,65.0,Budhwar Peth,5416.666666666667
1648,2.0,1024.0,2.0,1.0,32.0,Budhwar Peth,3125.0
1649,11.0,1200.0,6.0,3.0,150.0,Budhwar Peth,12500.0
1650,2.0,1196.0,2.0,2.0,94.42,Budhwar Peth,7894.648829431439
1651,2.0,1415.0,2.0,3.0,67.0,Budhwar Peth,4734.982332155477
1652,2.0,1469.0,2.0,2.0,99.14,Budhwar Peth,6748.8087134104835
1653,2.0,1100.0,2.0,1.0,55.0,Budhwar Peth,5000.0
1654,2.0,1050.0,2.0,1.0,64.8,Budhwar Peth,6171.428571428572
1655,2.0,925.0,2.0,1.0,55.0,Budhwar Peth,5945.945945945946
1656,3.0,1276.0,2.0,1.0,31.9,Budhwar Peth,2500.0
1657,4.0,960.0,4.0,2.0,80.0,Budhwar Peth,8333.333333333334
1658,3.0,1750.0,3.0,2.0,81.0,Budhwar Peth,4628.571428571428
1659,2.0,1198.0,2.0,1.0,84.0,Budhwar Peth,7011.686143572621
1660,2.0,1155.0,2.0,1.0,39.0,Budhwar Peth,3376.6233766233768
1661,4.0,750.0,4.0,2.0,90.0,Budhwar Peth,12000.0
1662,3.0,1350.0,2.0,2.0,47.24,Budhwar Peth,3499.259259259259
1663,2.0,1040.0,2.0,1.0,50.0,Budhwar Peth,4807.692307692308
1664,2.0,1205.0,2.0,2.0,42.18,Budhwar Peth,3500.414937759336
1665,6.0,600.0,4.0,2.0,105.0,Budhwar Peth,17500.0
1666,2.0,700.0,2.0,1.0,35.07,Budhwar Peth,5010.0
1667,4.0,2600.0,4.0,0.0,325.0,Budhwar Peth,12500.0
1668,3.0,1858.0,2.0,1.0,167.0,Budhwar Peth,8988.15931108719
1669,3.0,1400.0,2.0,2.0,86.0,Budhwar Peth,6142.857142857143
1670,3.0,1856.0,4.0,2.0,180.0,Budhwar Peth,9698.275862068966
1671,2.0,1225.0,2.0,2.0,47.0,Budhwar Peth,3836.734693877551
1672,2.0,1100.0,2.0,1.0,90.0,Budhwar Peth,8181.818181818182
1673,4.0,2400.0,5.0,3.0,500.0,Budhwar Peth,20833.333333333332
1674,2.0,1350.0,2.0,3.0,80.0,Budhwar Peth,5925.925925925926
1675,3.0,1200.0,3.0,0.0,85.0,Budhwar Peth,7083.333333333333
1676,2.0,1260.0,2.0,2.0,55.0,Budhwar Peth,4365.079365079365
1677,3.0,1300.0,3.0,2.0,89.13,Budhwar Peth,6856.153846153846
1678,2.0,975.0,2.0,1.0,32.0,Budhwar Peth,3282.051282051282
1679,2.0,1194.0,2.0,2.0,47.0,Budhwar Peth,3936.348408710218
1680,3.0,1850.0,3.0,1.0,98.0,Budhwar Peth,5297.2972972972975
1681,1.0,420.0,1.0,1.0,23.5,Budhwar Peth,5595.238095238095
1682,2.0,1400.0,2.0,1.0,78.0,Budhwar Peth,5571.428571428572
1683,2.0,1115.0,2.0,1.0,50.0,Budhwar Peth,4484.304932735426
1684,2.0,1215.0,2.0,2.0,58.86,Budhwar Peth,4844.444444444444
1685,2.0,1180.0,2.0,3.0,42.0,Budhwar Peth,3559.322033898305
1686,2.0,1359.0,2.0,2.0,104.0,Budhwar Peth,7652.685798381162
1687,3.0,1075.0,2.0,1.0,45.0,Budhwar Peth,4186.046511627907
1688,2.0,1197.0,2.0,1.0,50.0,Budhwar Peth,4177.109440267335
1689,2.0,1215.0,2.0,1.0,68.0,Budhwar Peth,5596.707818930041
1690,2.0,1084.0,2.0,1.0,58.0,Budhwar Peth,5350.553505535056
1691,2.0,790.0,2.0,1.0,49.5,Budhwar Peth,6265.822784810127
1692,3.0,1697.0,3.0,2.0,114.0,Budhwar Peth,6717.737183264585
1693,2.0,1135.0,2.0,2.0,58.0,Budhwar Peth,5110.132158590309
1694,3.0,1840.0,3.0,2.0,140.0,Budhwar Peth,7608.695652173913
1695,2.0,1070.0,2.0,2.0,33.43,Budhwar Peth,3124.299065420561
1696,3.0,1200.0,3.0,0.0,50.0,Budhwar Peth,4166.666666666667
1697,4.0,700.0,4.0,2.0,110.0,Budhwar Peth,15714.285714285714
1698,3.0,993.0,2.0,2.0,50.0,Budhwar Peth,5035.246727089628
1699,3.0,1385.0,2.0,2.0,66.65,Budhwar Peth,4812.274368231047
1700,2.0,1100.0,2.0,1.0,60.0,Budhwar Peth,5454.545454545455
1701,2.0,1065.0,2.0,2.0,44.95,Budhwar Peth,4220.657276995305
1702,2.0,945.0,2.0,0.0,45.0,Budhwar Peth,4761.9047619047615
1703,2.0,1040.0,2.0,1.0,48.86,Budhwar Peth,4698.076923076923
1704,4.0,1200.0,4.0,2.0,300.0,Budhwar Peth,25000.0
1705,4.0,1320.0,4.0,3.0,249.0,Budhwar Peth,18863.636363636364
1706,2.0,961.0,2.0,2.0,38.0,Bund Garden Road,3954.2143600416234
1707,4.0,3200.0,3.0,2.0,250.0,Bund Garden Road,7812.5
1708,2.0,1031.0,2.0,1.0,54.48,Bund Garden Road,5284.190106692531
1709,3.0,1610.0,2.0,1.0,112.0,Bund Garden Road,6956.521739130435
1710,3.0,1925.0,3.0,2.0,120.0,Bund Garden Road,6233.766233766234
1711,2.0,1130.0,2.0,2.0,73.0,Bund Garden Road,6460.1769911504425
1712,2.0,986.0,2.0,1.0,30.0,Bund Garden Road,3042.5963488843813
1713,3.0,1445.0,3.0,1.0,50.0,Bund Garden Road,3460.2076124567475
1714,2.0,780.0,2.0,1.0,35.0,Bund Garden Road,4487.179487179487
1715,3.0,1282.0,2.0,2.0,48.7,Bund Garden Road,3798.751950078003
1716,3.0,2072.0,4.0,2.0,157.0,Bund Garden Road,7577.220077220078
1717,4.0,3596.0,5.0,1.0,297.0,Bund Garden Road,8259.176863181312
1718,2.0,1000.0,2.0,0.0,64.0,Bund Garden Road,6400.0
1719,3.0,1800.0,2.0,1.0,230.0,Bund Garden Road,12777.777777777777
1720,2.0,1250.0,2.0,2.0,65.0,Bund Garden Road,5200.0
1721,1.0,674.0,1.0,1.0,21.0,Bund Garden Road,3115.727002967359
1722,2.0,1060.0,2.0,1.0,48.5,Bund Garden Road,4575.471698113208
1723,3.0,1360.0,2.0,3.0,75.0,Bund Garden Road,5514.705882352941
1724,3.0,1600.0,3.0,2.0,58.14,Bund Garden Road,3633.75
1725,2.0,1366.0,3.0,1.0,76.85,Bund Garden Road,5625.915080527086
1726,3.0,1420.0,2.0,2.0,95.0,Bund Garden Road,6690.140845070423
1727,2.0,907.0,2.0,1.0,40.0,Bund Garden Road,4410.143329658214
1728,2.0,1104.0,2.0,1.0,35.5,Bund Garden Road,3215.5797101449275
1729,4.0,4960.0,4.0,3.0,400.0,Bund Garden Road,8064.5161290322585
1730,3.0,1230.0,2.0,2.0,31.37,Bund Garden Road,2550.4065040650407
1731,3.0,1325.0,2.0,2.0,58.0,Bund Garden Road,4377.358490566037
1732,3.0,1510.0,2.0,1.0,110.0,Bund Garden Road,7284.76821192053
1733,3.0,1903.0,3.0,2.0,165.0,Bund Garden Road,8670.520231213874
1734,3.0,1535.0,3.0,2.0,72.5,Bund Garden Road,4723.127035830619
1735,2.0,1200.0,2.0,2.0,60.0,Bund Garden Road,5000.0
1736,3.0,1600.0,3.0,1.0,64.0,Bund Garden Road,4000.0
1737,3.0,1350.0,2.0,1.0,75.0,Bund Garden Road,5555.555555555556
1738,2.0,1500.0,2.0,2.0,65.0,Bund Garden Road,4333.333333333333
1739,3.0,1636.0,3.0,2.0,97.0,Bund Garden Road,5929.095354523228
1740,2.0,1155.0,2.0,1.0,60.0,Bund Garden Road,5194.805194805195
1741,3.0,1850.0,3.0,2.0,90.0,Bund Garden Road,4864.864864864865
1742,5.0,1200.0,7.0,2.0,125.0,Bund Garden Road,10416.666666666666
1743,2.0,1140.0,1.0,1.0,185.0,Bund Garden Road,16228.070175438597
1744,2.0,1100.0,2.0,2.0,45.0,Bund Garden Road,4090.909090909091
1745,3.0,1100.0,2.0,1.0,53.0,Bund Garden Road,4818.181818181818
1746,3.0,1752.0,3.0,2.0,145.0,Bund Garden Road,8276.255707762557
1747,3.0,1635.0,3.0,1.0,62.0,Bund Garden Road,3792.0489296636088
1748,2.0,1216.0,2.0,1.0,83.0,Bund Garden Road,6825.6578947368425
1749,5.0,1200.0,4.0,0.0,185.0,Bund Garden Road,15416.666666666666
1750,3.0,1700.0,3.0,3.0,125.0,Bund Garden Road,7352.941176470588
1751,8.0,1230.0,6.0,0.0,250.0,Bund Garden Road,20325.20325203252
1752,3.0,2000.0,3.0,3.0,105.0,Bund Garden Road,5250.0
1753,3.0,1625.0,3.0,1.0,150.0,Bund Garden Road,9230.76923076923
1754,6.0,2400.0,4.0,1.0,170.0,Bund Garden Road,7083.333333333333
1755,2.0,545.0,1.0,1.0,27.0,Bund Garden Road,4954.128440366972
1756,4.0,1260.0,4.0,1.0,150.0,Bund Garden Road,11904.761904761905
1757,3.0,1750.0,3.0,3.0,170.0,Bund Garden Road,9714.285714285714
1758,1.0,730.0,1.0,1.0,35.0,Bund Garden Road,4794.520547945205
1759,3.0,1240.0,2.0,1.0,83.0,Bund Garden Road,6693.548387096775
1760,2.0,1133.0,2.0,1.0,33.99,Bund Garden Road,3000.0
1761,2.0,1255.0,2.0,1.0,53.87,Bund Garden Road,4292.4302788844625
1762,7.0,600.0,7.0,3.0,93.0,Bund Garden Road,15500.0
1763,3.0,1800.0,3.0,2.0,140.0,Bund Garden Road,7777.777777777777
1764,4.0,4000.0,4.0,1.0,520.0,Bund Garden Road,13000.0
1765,2.0,1150.0,3.0,3.0,52.5,Bund Garden Road,4565.217391304348
1766,3.0,1500.0,2.0,1.0,130.0,Bund Garden Road,8666.666666666666
1767,3.0,1760.0,3.0,2.0,127.0,Bund Garden Road,7215.909090909091
1768,2.0,1260.0,2.0,1.0,75.0,Bund Garden Road,5952.380952380952
1769,3.0,1245.0,2.0,2.0,43.57,Bund Garden Road,3499.598393574297
1770,2.0,900.0,2.0,0.0,64.0,Bund Garden Road,7111.111111111111
1771,3.0,1553.0,2.0,2.0,58.23,Bund Garden Road,3749.5170637475853
1772,2.0,891.0,2.0,1.0,26.0,Bund Garden Road,2918.0695847362513
1773,3.0,1597.0,3.0,1.0,67.12,Bund Garden Road,4202.880400751409
1774,2.0,1152.0,2.0,1.0,57.0,Bund Garden Road,4947.916666666667
1775,2.0,1111.0,2.0,1.0,49.43,Bund Garden Road,4449.1449144914495
1776,2.0,1162.0,2.0,2.0,98.77,Bund Garden Road,8500.0
1777,2.0,1115.0,2.0,2.0,50.0,Bund Garden Road,4484.304932735426
1778,6.0,1800.0,6.0,2.0,101.0,Bund Garden Road,5611.111111111111
1779,2.0,1185.0,2.0,1.0,41.0,Bund Garden Road,3459.915611814346
1780,2.0,1020.0,2.0,1.0,42.48,Bund Garden Road,4164.705882352941
1781,2.0,1116.0,2.0,1.0,51.89,Bund Garden Road,4649.641577060932
1782,3.0,912.0,2.0,1.0,39.0,Bund Garden Road,4276.315789473684
1783,3.0,1351.0,2.0,2.0,78.0,Bund Garden Road,5773.501110288675
1784,2.0,1530.0,2.0,1.0,185.0,Bund Garden Road,12091.503267973856
1785,2.0,1243.0,2.0,1.0,46.0,Bund Garden Road,3700.7240547063557
1786,2.0,1050.0,2.0,0.0,40.0,Bund Garden Road,3809.5238095238096
1787,2.0,1400.0,2.0,2.0,68.0,Bund Garden Road,4857.142857142857
1788,3.0,3500.0,3.0,3.0,395.0,Bund Garden Road,11285.714285714286
1789,2.0,1010.0,2.0,1.0,29.5,Bund Garden Road,2920.792079207921
1790,2.0,1464.0,2.0,1.0,145.0,Bund Garden Road,9904.371584699453
1791,2.0,1260.0,2.0,2.0,66.78,Bund Garden Road,5300.0
1792,2.0,1253.0,2.0,2.0,81.5,Bund Garden Road,6504.38946528332
1793,3.0,1220.0,3.0,1.0,35.25,Bund Garden Road,2889.344262295082
1794,4.0,3000.0,5.0,2.0,815.0,Bund Garden Road,27166.666666666668
1795,2.0,1100.0,2.0,2.0,40.0,Bund Garden Road,3636.3636363636365
1796,4.0,3630.0,6.0,1.0,195.0,Bund Garden Road,5371.900826446281
1797,2.0,1000.0,2.0,1.0,45.0,Bund Garden Road,4500.0
1798,3.0,3761.0,3.0,2.0,650.0,Bund Garden Road,17282.637596383942
1799,2.0,1260.0,2.0,2.0,70.0,Bund Garden Road,5555.555555555556
1800,3.0,1504.0,2.0,2.0,100.0,Bund Garden Road,6648.936170212766
1801,3.0,1330.0,2.0,2.0,46.55,Bund Garden Road,3500.0
1802,3.0,1750.0,3.0,2.0,95.0,Bund Garden Road,5428.571428571428
1803,3.0,3900.0,3.0,3.0,250.0,Bund Garden Road,6410.25641025641
1804,3.0,800.0,3.0,3.0,60.0,Bund Garden Road,7500.0
1805,3.0,2041.0,3.0,3.0,128.0,Bund Garden Road,6271.435570798628
1806,2.0,1141.0,2.0,1.0,50.0,Bund Garden Road,4382.120946538124
1807,2.0,1196.0,2.0,2.0,40.54,Bund Garden Road,3389.632107023411
1808,3.0,1575.0,4.0,3.0,100.0,Bund Garden Road,6349.206349206349
1809,3.0,1570.0,3.0,2.0,110.0,Bund Garden Road,7006.369426751592
1810,2.0,919.0,2.0,1.0,49.0,Bund Garden Road,5331.882480957563
1811,3.0,1555.0,2.0,1.0,67.0,Bund Garden Road,4308.681672025724
1812,2.0,1070.0,2.0,1.0,52.0,Bund Garden Road,4859.813084112149
1813,2.0,1080.0,2.0,1.0,37.8,Bund Garden Road,3499.9999999999995
1814,3.0,1550.0,3.0,1.0,75.0,Bund Garden Road,4838.709677419355
1815,3.0,1744.0,3.0,1.0,200.0,Bund Garden Road,11467.88990825688
1816,2.0,1230.0,2.0,1.0,50.0,Bund Garden Road,4065.040650406504
1817,3.0,1520.0,2.0,2.0,150.0,Bund Garden Road,9868.421052631578
1818,3.0,1200.0,3.0,2.0,140.0,Bund Garden Road,11666.666666666666
1819,2.0,1080.0,2.0,2.0,43.2,Bund Garden Road,4000.0
